Date,F1,F2,F3,F4,F5,F6,Label
1983-03-15,16.2,14.1,14.5,21.1,15.9,15.2,13.1
1983-03-16,14.1,14.5,21.1,15.9,15.2,13.1,13.2
1983-03-17,14.5,21.1,15.9,15.2,13.1,13.2,12.5
1983-03-18,21.1,15.9,15.2,13.1,13.2,12.5,15.2
1983-03-19,15.9,15.2,13.1,13.2,12.5,15.2,17.6
1983-03-20,15.2,13.1,13.2,12.5,15.2,17.6,15.5
1983-03-21,13.1,13.2,12.5,15.2,17.6,15.5,16.7
1983-03-22,13.2,12.5,15.2,17.6,15.5,16.7,16.3
1983-03-23,12.5,15.2,17.6,15.5,16.7,16.3,15.1
1983-03-24,15.2,17.6,15.5,16.7,16.3,15.1,12.7
1983-03-25,17.6,15.5,16.7,16.3,15.1,12.7,10.0
1983-03-26,15.5,16.7,16.3,15.1,12.7,10.0,11.4
1983-03-27,16.7,16.3,15.1,12.7,10.0,11.4,12.6
1983-03-28,16.3,15.1,12.7,10.0,11.4,12.6,10.7
1983-03-29,15.1,12.7,10.0,11.4,12.6,10.7,10.0
1983-03-30,12.7,10.0,11.4,12.6,10.7,10.0,13.9
1983-03-31,10.0,11.4,12.6,10.7,10.0,13.9,13.4
1983-04-01,11.4,12.6,10.7,10.0,13.9,13.4,12.5
1983-04-02,12.6,10.7,10.0,13.9,13.4,12.5,12.8
1983-04-03,10.7,10.0,13.9,13.4,12.5,12.8,7.8
1983-04-04,10.0,13.9,13.4,12.5,12.8,7.8,11.1
1983-04-05,13.9,13.4,12.5,12.8,7.8,11.1,10.7
1983-04-06,13.4,12.5,12.8,7.8,11.1,10.7,7.1
1983-04-07,12.5,12.8,7.8,11.1,10.7,7.1,6.7
1983-04-08,12.8,7.8,11.1,10.7,7.1,6.7,5.7
1983-04-09,7.8,11.1,10.7,7.1,6.7,5.7,9.1
1983-04-10,11.1,10.7,7.1,6.7,5.7,9.1,15.2
1983-04-11,10.7,7.1,6.7,5.7,9.1,15.2,15.5
1983-04-12,7.1,6.7,5.7,9.1,15.2,15.5,11.1
1983-04-13,6.7,5.7,9.1,15.2,15.5,11.1,11.7
1983-04-14,5.7,9.1,15.2,15.5,11.1,11.7,11.5
1983-04-15,9.1,15.2,15.5,11.1,11.7,11.5,9.8
1983-04-16,15.2,15.5,11.1,11.7,11.5,9.8,6.2
1983-04-17,15.5,11.1,11.7,11.5,9.8,6.2,6.7
1983-04-18,11.1,11.7,11.5,9.8,6.2,6.7,7.5
1983-04-19,11.7,11.5,9.8,6.2,6.7,7.5,8.8
1983-04-20,11.5,9.8,6.2,6.7,7.5,8.8,8.0
1983-04-21,9.8,6.2,6.7,7.5,8.8,8.0,10.4
1983-04-22,6.2,6.7,7.5,8.8,8.0,10.4,14.5
1983-04-23,6.7,7.5,8.8,8.0,10.4,14.5,16.5
1983-04-24,7.5,8.8,8.0,10.4,14.5,16.5,14.1
1983-04-25,8.8,8.0,10.4,14.5,16.5,14.1,10.5
1983-04-26,8.0,10.4,14.5,16.5,14.1,10.5,12.6
1983-04-27,10.4,14.5,16.5,14.1,10.5,12.6,13.0
1983-04-28,14.5,16.5,14.1,10.5,12.6,13.0,8.7
1983-04-29,16.5,14.1,10.5,12.6,13.0,8.7,10.1
1983-04-30,14.1,10.5,12.6,13.0,8.7,10.1,12.0
1983-05-01,10.5,12.6,13.0,8.7,10.1,12.0,12.5
1983-05-02,12.6,13.0,8.7,10.1,12.0,12.5,13.5
1983-05-03,13.0,8.7,10.1,12.0,12.5,13.5,13.7
1983-05-04,8.7,10.1,12.0,12.5,13.5,13.7,13.5
1983-05-05,10.1,12.0,12.5,13.5,13.7,13.5,10.7
1983-05-06,12.0,12.5,13.5,13.7,13.5,10.7,13.0
1983-05-07,12.5,13.5,13.7,13.5,10.7,13.0,11.6
1983-05-08,13.5,13.7,13.5,10.7,13.0,11.6,13.0
1983-05-09,13.7,13.5,10.7,13.0,11.6,13.0,11.2
1983-05-10,13.5,10.7,13.0,11.6,13.0,11.2,13.5
1983-05-11,10.7,13.0,11.6,13.0,11.2,13.5,12.9
1983-05-12,13.0,11.6,13.0,11.2,13.5,12.9,6.8
1983-05-13,11.6,13.0,11.2,13.5,12.9,6.8,10.0
1983-05-14,13.0,11.2,13.5,12.9,6.8,10.0,14.5
1983-05-15,11.2,13.5,12.9,6.8,10.0,14.5,11.7
1983-05-16,13.5,12.9,6.8,10.0,14.5,11.7,6.7
1983-05-17,12.9,6.8,10.0,14.5,11.7,6.7,4.6
1983-05-18,6.8,10.0,14.5,11.7,6.7,4.6,4.9
1983-05-19,10.0,14.5,11.7,6.7,4.6,4.9,7.4
1983-05-20,14.5,11.7,6.7,4.6,4.9,7.4,8.3
1983-05-21,11.7,6.7,4.6,4.9,7.4,8.3,7.5
1983-05-22,6.7,4.6,4.9,7.4,8.3,7.5,6.2
1983-05-23,4.6,4.9,7.4,8.3,7.5,6.2,7.8
1983-05-24,4.9,7.4,8.3,7.5,6.2,7.8,13.2
1983-05-25,7.4,8.3,7.5,6.2,7.8,13.2,11.9
1983-05-26,8.3,7.5,6.2,7.8,13.2,11.9,6.5
1983-05-27,7.5,6.2,7.8,13.2,11.9,6.5,8.3
1983-05-28,6.2,7.8,13.2,11.9,6.5,8.3,12.1
1983-05-29,7.8,13.2,11.9,6.5,8.3,12.1,9.3
1983-05-30,13.2,11.9,6.5,8.3,12.1,9.3,7.5
1983-05-31,11.9,6.5,8.3,12.1,9.3,7.5,9.3
1983-06-01,6.5,8.3,12.1,9.3,7.5,9.3,11.0
1983-06-02,8.3,12.1,9.3,7.5,9.3,11.0,10.8
1983-06-03,12.1,9.3,7.5,9.3,11.0,10.8,5.3
1983-06-04,9.3,7.5,9.3,11.0,10.8,5.3,7.6
1983-06-05,7.5,9.3,11.0,10.8,5.3,7.6,5.6
1983-06-06,9.3,11.0,10.8,5.3,7.6,5.6,7.2
1983-06-07,11.0,10.8,5.3,7.6,5.6,7.2,9.6
1983-06-08,10.8,5.3,7.6,5.6,7.2,9.6,7.0
1983-06-09,5.3,7.6,5.6,7.2,9.6,7.0,8.3
1983-06-10,7.6,5.6,7.2,9.6,7.0,8.3,7.8
1983-06-11,5.6,7.2,9.6,7.0,8.3,7.8,4.7
1983-06-12,7.2,9.6,7.0,8.3,7.8,4.7,6.8
1983-06-13,9.6,7.0,8.3,7.8,4.7,6.8,7.2
1983-06-14,7.0,8.3,7.8,4.7,6.8,7.2,8.3
1983-06-15,8.3,7.8,4.7,6.8,7.2,8.3,9.5
1983-06-16,7.8,4.7,6.8,7.2,8.3,9.5,4.7
1983-06-17,4.7,6.8,7.2,8.3,9.5,4.7,3.0
1983-06-18,6.8,7.2,8.3,9.5,4.7,3.0,1.5
1983-06-19,7.2,8.3,9.5,4.7,3.0,1.5,2.5
1983-06-20,8.3,9.5,4.7,3.0,1.5,2.5,6.2
1983-06-21,9.5,4.7,3.0,1.5,2.5,6.2,11.6
1983-06-22,4.7,3.0,1.5,2.5,6.2,11.6,6.6
1983-06-23,3.0,1.5,2.5,6.2,11.6,6.6,6.6
1983-06-24,1.5,2.5,6.2,11.6,6.6,6.6,8.0
1983-06-25,2.5,6.2,11.6,6.6,6.6,8.0,7.9
1983-06-26,6.2,11.6,6.6,6.6,8.0,7.9,3.3
1983-06-27,11.6,6.6,6.6,8.0,7.9,3.3,3.9
1983-06-28,6.6,6.6,8.0,7.9,3.3,3.9,6.0
1983-06-29,6.6,8.0,7.9,3.3,3.9,6.0,4.0
1983-06-30,8.0,7.9,3.3,3.9,6.0,4.0,5.5
1983-07-01,7.9,3.3,3.9,6.0,4.0,5.5,8.5
1983-07-02,3.3,3.9,6.0,4.0,5.5,8.5,9.8
1983-07-03,3.9,6.0,4.0,5.5,8.5,9.8,9.5
1983-07-04,6.0,4.0,5.5,8.5,9.8,9.5,7.2
1983-07-05,4.0,5.5,8.5,9.8,9.5,7.2,8.1
1983-07-06,5.5,8.5,9.8,9.5,7.2,8.1,8.0
1983-07-07,8.5,9.8,9.5,7.2,8.1,8.0,8.5
1983-07-08,9.8,9.5,7.2,8.1,8.0,8.5,8.8
1983-07-09,9.5,7.2,8.1,8.0,8.5,8.8,8.3
1983-07-10,7.2,8.1,8.0,8.5,8.8,8.3,2.4
1983-07-11,8.1,8.0,8.5,8.8,8.3,2.4,4.9
1983-07-12,8.0,8.5,8.8,8.3,2.4,4.9,5.9
1983-07-13,8.5,8.8,8.3,2.4,4.9,5.9,6.7
1983-07-14,8.8,8.3,2.4,4.9,5.9,6.7,8.4
1983-07-15,8.3,2.4,4.9,5.9,6.7,8.4,6.5
1983-07-16,2.4,4.9,5.9,6.7,8.4,6.5,7.9
1983-07-17,4.9,5.9,6.7,8.4,6.5,7.9,4.1
1983-07-18,5.9,6.7,8.4,6.5,7.9,4.1,5.4
1983-07-19,6.7,8.4,6.5,7.9,4.1,5.4,7.5
1983-07-20,8.4,6.5,7.9,4.1,5.4,7.5,3.9
1983-07-21,6.5,7.9,4.1,5.4,7.5,3.9,2.5
1983-07-22,7.9,4.1,5.4,7.5,3.9,2.5,5.3
1983-07-23,4.1,5.4,7.5,3.9,2.5,5.3,6.6
1983-07-24,5.4,7.5,3.9,2.5,5.3,6.6,0.0
1983-07-25,7.5,3.9,2.5,5.3,6.6,0.0,0.7
1983-07-26,3.9,2.5,5.3,6.6,0.0,0.7,7.6
1983-07-27,2.5,5.3,6.6,0.0,0.7,7.6,12.3
1983-07-28,5.3,6.6,0.0,0.7,7.6,12.3,9.2
1983-07-29,6.6,0.0,0.7,7.6,12.3,9.2,9.6
1983-07-30,0.0,0.7,7.6,12.3,9.2,9.6,9.5
1983-07-31,0.7,7.6,12.3,9.2,9.6,9.5,10.0
1983-08-01,7.6,12.3,9.2,9.6,9.5,10.0,7.7
1983-08-02,12.3,9.2,9.6,9.5,10.0,7.7,8.0
1983-08-03,9.2,9.6,9.5,10.0,7.7,8.0,8.3
1983-08-04,9.6,9.5,10.0,7.7,8.0,8.3,8.3
1983-08-05,9.5,10.0,7.7,8.0,8.3,8.3,4.5
1983-08-06,10.0,7.7,8.0,8.3,8.3,4.5,6.5
1983-08-07,7.7,8.0,8.3,8.3,4.5,6.5,9.4
1983-08-08,8.0,8.3,8.3,4.5,6.5,9.4,9.4
1983-08-09,8.3,8.3,4.5,6.5,9.4,9.4,10.5
1983-08-10,8.3,4.5,6.5,9.4,9.4,10.5,10.7
1983-08-11,4.5,6.5,9.4,9.4,10.5,10.7,9.9
1983-08-12,6.5,9.4,9.4,10.5,10.7,9.9,7.6
1983-08-13,9.4,9.4,10.5,10.7,9.9,7.6,5.8
1983-08-14,9.4,10.5,10.7,9.9,7.6,5.8,8.5
1983-08-15,10.5,10.7,9.9,7.6,5.8,8.5,13.8
1983-08-16,10.7,9.9,7.6,5.8,8.5,13.8,14.3
1983-08-17,9.9,7.6,5.8,8.5,13.8,14.3,8.3
1983-08-18,7.6,5.8,8.5,13.8,14.3,8.3,5.3
1983-08-19,5.8,8.5,13.8,14.3,8.3,5.3,3.0
1983-08-20,8.5,13.8,14.3,8.3,5.3,3.0,5.2
1983-08-21,13.8,14.3,8.3,5.3,3.0,5.2,10.3
1983-08-22,14.3,8.3,5.3,3.0,5.2,10.3,11.1
1983-08-23,8.3,5.3,3.0,5.2,10.3,11.1,10.5
1983-08-24,5.3,3.0,5.2,10.3,11.1,10.5,9.0
1983-08-25,3.0,5.2,10.3,11.1,10.5,9.0,13.0
1983-08-26,5.2,10.3,11.1,10.5,9.0,13.0,6.4
1983-08-27,10.3,11.1,10.5,9.0,13.0,6.4,8.4
1983-08-28,11.1,10.5,9.0,13.0,6.4,8.4,6.7
1983-08-29,10.5,9.0,13.0,6.4,8.4,6.7,8.3
1983-08-30,9.0,13.0,6.4,8.4,6.7,8.3,11.2
1983-08-31,13.0,6.4,8.4,6.7,8.3,11.2,10.0
1983-09-01,6.4,8.4,6.7,8.3,11.2,10.0,10.1
1983-09-02,8.4,6.7,8.3,11.2,10.0,10.1,10.6
1983-09-03,6.7,8.3,11.2,10.0,10.1,10.6,10.9
1983-09-04,8.3,11.2,10.0,10.1,10.6,10.9,5.7
1983-09-05,11.2,10.0,10.1,10.6,10.9,5.7,9.5
1983-09-06,10.0,10.1,10.6,10.9,5.7,9.5,10.4
1983-09-07,10.1,10.6,10.9,5.7,9.5,10.4,11.1
1983-09-08,10.6,10.9,5.7,9.5,10.4,11.1,12.2
1983-09-09,10.9,5.7,9.5,10.4,11.1,12.2,10.6
1983-09-10,5.7,9.5,10.4,11.1,12.2,10.6,8.8
1983-09-11,9.5,10.4,11.1,12.2,10.6,8.8,9.2
1983-09-12,10.4,11.1,12.2,10.6,8.8,9.2,5.5
1983-09-13,11.1,12.2,10.6,8.8,9.2,5.5,7.1
1983-09-14,12.2,10.6,8.8,9.2,5.5,7.1,6.5
1983-09-15,10.6,8.8,9.2,5.5,7.1,6.5,4.3
1983-09-16,8.8,9.2,5.5,7.1,6.5,4.3,5.0
1983-09-17,9.2,5.5,7.1,6.5,4.3,5.0,11.2
1983-09-18,5.5,7.1,6.5,4.3,5.0,11.2,7.5
1983-09-19,7.1,6.5,4.3,5.0,11.2,7.5,12.0
1983-09-20,6.5,4.3,5.0,11.2,7.5,12.0,13.6
1983-09-21,4.3,5.0,11.2,7.5,12.0,13.6,8.3
1983-09-22,5.0,11.2,7.5,12.0,13.6,8.3,8.5
1983-09-23,11.2,7.5,12.0,13.6,8.3,8.5,12.9
1983-09-24,7.5,12.0,13.6,8.3,8.5,12.9,7.7
1983-09-25,12.0,13.6,8.3,8.5,12.9,7.7,7.6
1983-09-26,13.6,8.3,8.5,12.9,7.7,7.6,3.5
1983-09-27,8.3,8.5,12.9,7.7,7.6,3.5,10.4
1983-09-28,8.5,12.9,7.7,7.6,3.5,10.4,15.4
1983-09-29,12.9,7.7,7.6,3.5,10.4,15.4,10.6
1983-09-30,7.7,7.6,3.5,10.4,15.4,10.6,9.6
1983-10-01,7.6,3.5,10.4,15.4,10.6,9.6,9.3
1983-10-02,3.5,10.4,15.4,10.6,9.6,9.3,13.9
1983-10-03,10.4,15.4,10.6,9.6,9.3,13.9,7.7
1983-10-04,15.4,10.6,9.6,9.3,13.9,7.7,9.5
1983-10-05,10.6,9.6,9.3,13.9,7.7,9.5,7.6
1983-10-06,9.6,9.3,13.9,7.7,9.5,7.6,6.9
1983-10-07,9.3,13.9,7.7,9.5,7.6,6.9,6.8
1983-10-08,13.9,7.7,9.5,7.6,6.9,6.8,5.8
1983-10-09,7.7,9.5,7.6,6.9,6.8,5.8,6.0
1983-10-10,9.5,7.6,6.9,6.8,5.8,6.0,8.3
1983-10-11,7.6,6.9,6.8,5.8,6.0,8.3,9.1
1983-10-12,6.9,6.8,5.8,6.0,8.3,9.1,12.5
1983-10-13,6.8,5.8,6.0,8.3,9.1,12.5,13.2
1983-10-14,5.8,6.0,8.3,9.1,12.5,13.2,16.2
1983-10-15,6.0,8.3,9.1,12.5,13.2,16.2,12.5
1983-10-16,8.3,9.1,12.5,13.2,16.2,12.5,11.8
1983-10-17,9.1,12.5,13.2,16.2,12.5,11.8,10.6
1983-10-18,12.5,13.2,16.2,12.5,11.8,10.6,10.0
1983-10-19,13.2,16.2,12.5,11.8,10.6,10.0,12.2
1983-10-20,16.2,12.5,11.8,10.6,10.0,12.2,8.9
1983-10-21,12.5,11.8,10.6,10.0,12.2,8.9,10.3
1983-10-22,11.8,10.6,10.0,12.2,8.9,10.3,7.5
1983-10-23,10.6,10.0,12.2,8.9,10.3,7.5,11.6
1983-10-24,10.0,12.2,8.9,10.3,7.5,11.6,12.6
1983-10-25,12.2,8.9,10.3,7.5,11.6,12.6,12.9
1983-10-26,8.9,10.3,7.5,11.6,12.6,12.9,11.7
1983-10-27,10.3,7.5,11.6,12.6,12.9,11.7,14.0
1983-10-28,7.5,11.6,12.6,12.9,11.7,14.0,12.3
1983-10-29,11.6,12.6,12.9,11.7,14.0,12.3,9.0
1983-10-30,12.6,12.9,11.7,14.0,12.3,9.0,9.2
1983-10-31,12.9,11.7,14.0,12.3,9.0,9.2,9.8
1983-11-01,11.7,14.0,12.3,9.0,9.2,9.8,11.8
1983-11-02,14.0,12.3,9.0,9.2,9.8,11.8,10.6
1983-11-03,12.3,9.0,9.2,9.8,11.8,10.6,12.6
1983-11-04,9.0,9.2,9.8,11.8,10.6,12.6,11.0
1983-11-05,9.2,9.8,11.8,10.6,12.6,11.0,8.2
1983-11-06,9.8,11.8,10.6,12.6,11.0,8.2,7.5
1983-11-07,11.8,10.6,12.6,11.0,8.2,7.5,13.6
1983-11-08,10.6,12.6,11.0,8.2,7.5,13.6,14.8
1983-11-09,12.6,11.0,8.2,7.5,13.6,14.8,10.9
1983-11-10,11.0,8.2,7.5,13.6,14.8,10.9,7.7
1983-11-11,8.2,7.5,13.6,14.8,10.9,7.7,10.2
1983-11-12,7.5,13.6,14.8,10.9,7.7,10.2,10.8
1983-11-13,13.6,14.8,10.9,7.7,10.2,10.8,10.8
1983-11-14,14.8,10.9,7.7,10.2,10.8,10.8,12.5
1983-11-15,10.9,7.7,10.2,10.8,10.8,12.5,13.2
1983-11-16,7.7,10.2,10.8,10.8,12.5,13.2,8.7
1983-11-17,10.2,10.8,10.8,12.5,13.2,8.7,5.7
1983-11-18,10.8,10.8,12.5,13.2,8.7,5.7,9.8
1983-11-19,10.8,12.5,13.2,8.7,5.7,9.8,7.3
1983-11-20,12.5,13.2,8.7,5.7,9.8,7.3,10.8
1983-11-21,13.2,8.7,5.7,9.8,7.3,10.8,10.0
1983-11-22,8.7,5.7,9.8,7.3,10.8,10.0,16.2
1983-11-23,5.7,9.8,7.3,10.8,10.0,16.2,15.0
1983-11-24,9.8,7.3,10.8,10.0,16.2,15.0,14.5
1983-11-25,7.3,10.8,10.0,16.2,15.0,14.5,15.9
1983-11-26,10.8,10.0,16.2,15.0,14.5,15.9,14.9
1983-11-27,10.0,16.2,15.0,14.5,15.9,14.9,14.2
1983-11-28,16.2,15.0,14.5,15.9,14.9,14.2,15.8
1983-11-29,15.0,14.5,15.9,14.9,14.2,15.8,17.2
1983-11-30,14.5,15.9,14.9,14.2,15.8,17.2,17.6
1983-12-01,15.9,14.9,14.2,15.8,17.2,17.6,12.1
1983-12-02,14.9,14.2,15.8,17.2,17.6,12.1,11.4
1983-12-03,14.2,15.8,17.2,17.6,12.1,11.4,13.0
1983-12-04,15.8,17.2,17.6,12.1,11.4,13.0,13.2
1983-12-05,17.2,17.6,12.1,11.4,13.0,13.2,12.0
1983-12-06,17.6,12.1,11.4,13.0,13.2,12.0,15.3
1983-12-07,12.1,11.4,13.0,13.2,12.0,15.3,12.7
1983-12-08,11.4,13.0,13.2,12.0,15.3,12.7,12.1
1983-12-09,13.0,13.2,12.0,15.3,12.7,12.1,13.8
1983-12-10,13.2,12.0,15.3,12.7,12.1,13.8,10.9
1983-12-11,12.0,15.3,12.7,12.1,13.8,10.9,12.0
1983-12-12,15.3,12.7,12.1,13.8,10.9,12.0,16.5
1983-12-13,12.7,12.1,13.8,10.9,12.0,16.5,15.0
1983-12-14,12.1,13.8,10.9,12.0,16.5,15.0,11.2
1983-12-15,13.8,10.9,12.0,16.5,15.0,11.2,13.9
1983-12-16,10.9,12.0,16.5,15.0,11.2,13.9,15.0
1983-12-17,12.0,16.5,15.0,11.2,13.9,15.0,14.8
1983-12-18,16.5,15.0,11.2,13.9,15.0,14.8,15.0
1983-12-19,15.0,11.2,13.9,15.0,14.8,15.0,13.3
1983-12-20,11.2,13.9,15.0,14.8,15.0,13.3,20.4
1983-12-21,13.9,15.0,14.8,15.0,13.3,20.4,18.0
1983-12-22,15.0,14.8,15.0,13.3,20.4,18.0,12.2
1983-12-23,14.8,15.0,13.3,20.4,18.0,12.2,16.7
1983-12-24,15.0,13.3,20.4,18.0,12.2,16.7,13.8
1983-12-25,13.3,20.4,18.0,12.2,16.7,13.8,17.5
1983-12-26,20.4,18.0,12.2,16.7,13.8,17.5,15.0
1983-12-27,18.0,12.2,16.7,13.8,17.5,15.0,13.9
1983-12-28,12.2,16.7,13.8,17.5,15.0,13.9,11.1
1983-12-29,16.7,13.8,17.5,15.0,13.9,11.1,16.1
1983-12-30,13.8,17.5,15.0,13.9,11.1,16.1,20.4
1983-12-31,17.5,15.0,13.9,11.1,16.1,20.4,18.0
1984-01-01,15.0,13.9,11.1,16.1,20.4,18.0,19.5
1984-01-02,13.9,11.1,16.1,20.4,18.0,19.5,17.1
1984-01-03,11.1,16.1,20.4,18.0,19.5,17.1,17.1
1984-01-04,16.1,20.4,18.0,19.5,17.1,17.1,12.0
1984-01-05,20.4,18.0,19.5,17.1,17.1,12.0,11.0
1984-01-06,18.0,19.5,17.1,17.1,12.0,11.0,16.3
1984-01-07,19.5,17.1,17.1,12.0,11.0,16.3,16.1
1984-01-08,17.1,17.1,12.0,11.0,16.3,16.1,13.0
1984-01-09,17.1,12.0,11.0,16.3,16.1,13.0,13.4
1984-01-10,12.0,11.0,16.3,16.1,13.0,13.4,15.2
1984-01-11,11.0,16.3,16.1,13.0,13.4,15.2,12.5
1984-01-12,16.3,16.1,13.0,13.4,15.2,12.5,14.3
1984-01-13,16.1,13.0,13.4,15.2,12.5,14.3,16.5
1984-01-14,13.0,13.4,15.2,12.5,14.3,16.5,18.6
1984-01-15,13.4,15.2,12.5,14.3,16.5,18.6,18.0
1984-01-16,15.2,12.5,14.3,16.5,18.6,18.0,18.2
1984-01-17,12.5,14.3,16.5,18.6,18.0,18.2,11.4
1984-01-18,14.3,16.5,18.6,18.0,18.2,11.4,11.9
1984-01-19,16.5,18.6,18.0,18.2,11.4,11.9,12.2
1984-01-20,18.6,18.0,18.2,11.4,11.9,12.2,14.8
1984-01-21,18.0,18.2,11.4,11.9,12.2,14.8,13.1
1984-01-22,18.2,11.4,11.9,12.2,14.8,13.1,12.7
1984-01-23,11.4,11.9,12.2,14.8,13.1,12.7,10.5
1984-01-24,11.9,12.2,14.8,13.1,12.7,10.5,13.8
1984-01-25,12.2,14.8,13.1,12.7,10.5,13.8,18.8
1984-01-26,14.8,13.1,12.7,10.5,13.8,18.8,13.9
1984-01-27,13.1,12.7,10.5,13.8,18.8,13.9,11.2
1984-01-28,12.7,10.5,13.8,18.8,13.9,11.2,10.6
1984-01-29,10.5,13.8,18.8,13.9,11.2,10.6,14.7
1984-01-30,13.8,18.8,13.9,11.2,10.6,14.7,13.1
1984-01-31,18.8,13.9,11.2,10.6,14.7,13.1,12.1
1984-02-01,13.9,11.2,10.6,14.7,13.1,12.1,14.7
1984-02-02,11.2,10.6,14.7,13.1,12.1,14.7,11.1
1984-02-03,10.6,14.7,13.1,12.1,14.7,11.1,13.0
1984-02-04,14.7,13.1,12.1,14.7,11.1,13.0,15.6
1984-02-05,13.1,12.1,14.7,11.1,13.0,15.6,14.2
1984-02-06,12.1,14.7,11.1,13.0,15.6,14.2,15.5
1984-02-07,14.7,11.1,13.0,15.6,14.2,15.5,18.0
1984-02-08,11.1,13.0,15.6,14.2,15.5,18.0,15.0
1984-02-09,13.0,15.6,14.2,15.5,18.0,15.0,15.9
1984-02-10,15.6,14.2,15.5,18.0,15.0,15.9,15.5
1984-02-11,14.2,15.5,18.0,15.0,15.9,15.5,15.8
1984-02-12,15.5,18.0,15.0,15.9,15.5,15.8,16.6
1984-02-13,18.0,15.0,15.9,15.5,15.8,16.6,13.6
1984-02-14,15.0,15.9,15.5,15.8,16.6,13.6,13.8
1984-02-15,15.9,15.5,15.8,16.6,13.6,13.8,14.6
1984-02-16,15.5,15.8,16.6,13.6,13.8,14.6,15.6
1984-02-17,15.8,16.6,13.6,13.8,14.6,15.6,16.6
1984-02-18,16.6,13.6,13.8,14.6,15.6,16.6,14.3
1984-02-19,13.6,13.8,14.6,15.6,16.6,14.3,16.3
1984-02-20,13.8,14.6,15.6,16.6,14.3,16.3,18.9
1984-02-21,14.6,15.6,16.6,14.3,16.3,18.9,18.7
1984-02-22,15.6,16.6,14.3,16.3,18.9,18.7,14.5
1984-02-23,16.6,14.3,16.3,18.9,18.7,14.5,16.5
1984-02-24,14.3,16.3,18.9,18.7,14.5,16.5,14.1
1984-02-25,16.3,18.9,18.7,14.5,16.5,14.1,13.5
1984-02-26,18.9,18.7,14.5,16.5,14.1,13.5,11.7
1984-02-27,18.7,14.5,16.5,14.1,13.5,11.7,15.1
1984-02-28,14.5,16.5,14.1,13.5,11.7,15.1,11.2
1984-02-29,16.5,14.1,13.5,11.7,15.1,11.2,13.5
1984-03-01,14.1,13.5,11.7,15.1,11.2,13.5,12.6
1984-03-02,13.5,11.7,15.1,11.2,13.5,12.6,8.8
1984-03-03,11.7,15.1,11.2,13.5,12.6,8.8,10.5
1984-03-04,15.1,11.2,13.5,12.6,8.8,10.5,12.1
1984-03-05,11.2,13.5,12.6,8.8,10.5,12.1,14.5
1984-03-06,13.5,12.6,8.8,10.5,12.1,14.5,19.5
1984-03-07,12.6,8.8,10.5,12.1,14.5,19.5,14.0
1984-03-08,8.8,10.5,12.1,14.5,19.5,14.0,13.8
1984-03-09,10.5,12.1,14.5,19.5,14.0,13.8,10.5
1984-03-10,12.1,14.5,19.5,14.0,13.8,10.5,13.8
1984-03-11,14.5,19.5,14.0,13.8,10.5,13.8,11.4
1984-03-12,19.5,14.0,13.8,10.5,13.8,11.4,15.6
1984-03-13,14.0,13.8,10.5,13.8,11.4,15.6,11.1
1984-03-14,13.8,10.5,13.8,11.4,15.6,11.1,12.1
1984-03-15,10.5,13.8,11.4,15.6,11.1,12.1,14.2
1984-03-16,13.8,11.4,15.6,11.1,12.1,14.2,10.9
1984-03-17,11.4,15.6,11.1,12.1,14.2,10.9,14.2
1984-03-18,15.6,11.1,12.1,14.2,10.9,14.2,13.8
1984-03-19,11.1,12.1,14.2,10.9,14.2,13.8,15.1
1984-03-20,12.1,14.2,10.9,14.2,13.8,15.1,14.0
1984-03-21,14.2,10.9,14.2,13.8,15.1,14.0,12.1
1984-03-22,10.9,14.2,13.8,15.1,14.0,12.1,13.8
1984-03-23,14.2,13.8,15.1,14.0,12.1,13.8,16.6
1984-03-24,13.8,15.1,14.0,12.1,13.8,16.6,17.8
1984-03-25,15.1,14.0,12.1,13.8,16.6,17.8,9.4
1984-03-26,14.0,12.1,13.8,16.6,17.8,9.4,10.2
1984-03-27,12.1,13.8,16.6,17.8,9.4,10.2,7.4
1984-03-28,13.8,16.6,17.8,9.4,10.2,7.4,8.7
1984-03-29,16.6,17.8,9.4,10.2,7.4,8.7,14.0
1984-03-30,17.8,9.4,10.2,7.4,8.7,14.0,15.3
1984-03-31,9.4,10.2,7.4,8.7,14.0,15.3,11.1
1984-04-01,10.2,7.4,8.7,14.0,15.3,11.1,9.7
1984-04-02,7.4,8.7,14.0,15.3,11.1,9.7,10.3
1984-04-03,8.7,14.0,15.3,11.1,9.7,10.3,9.2
1984-04-04,14.0,15.3,11.1,9.7,10.3,9.2,8.2
1984-04-05,15.3,11.1,9.7,10.3,9.2,8.2,9.7
1984-04-06,11.1,9.7,10.3,9.2,8.2,9.7,12.4
1984-04-07,9.7,10.3,9.2,8.2,9.7,12.4,12.5
1984-04-08,10.3,9.2,8.2,9.7,12.4,12.5,9.0
1984-04-09,9.2,8.2,9.7,12.4,12.5,9.0,9.7
1984-04-10,8.2,9.7,12.4,12.5,9.0,9.7,10.1
1984-04-11,9.7,12.4,12.5,9.0,9.7,10.1,11.2
1984-04-12,12.4,12.5,9.0,9.7,10.1,11.2,12.0
1984-04-13,12.5,9.0,9.7,10.1,11.2,12.0,11.1
1984-04-14,9.0,9.7,10.1,11.2,12.0,11.1,10.8
1984-04-15,9.7,10.1,11.2,12.0,11.1,10.8,12.8
1984-04-16,10.1,11.2,12.0,11.1,10.8,12.8,9.8
